Coin,Description,Rank,Price,Price - Currency,Market capitalization,Market capitalization - Currency,Circulating supply,Volume / Market Capitalization,Category
OLAS,Autonolas,648,0.24846,USD,44440608.212302074,USD,178864236.54633373,0.00724106979869798,Data management & AI
IAG,IAGON,649,0.11715,USD,44050793.843100004,USD,376020434,0.00712657936149097,"Distributed computing & Storage, Enterprise solutions, Web3, DePIN"
TNSR,Tensor,650,0.11123,USD,43312873.445274495,USD,389399203.85934097,0.2492110730268679,NFTs & Collectibles
ULX,ULTRON,651,0.0053713,USD,45659451.074932195,USD,8500633194,0.00008420366707760972,
AURORA,Aurora,652,0.070886,USD,43756873.37075,USD,617285125,0.011956393689333034,Interoperability
ANON,Hey Anon,653,3.2257,USD,43335553.925116815,USD,13434465.054133,0.02035376215757792,Data management & AI
IGT,Infinitar,654,0.25006,USD,43171504.25595366,USD,172644582.32405686,0.07063020226304141,
AO,AO,655,12.263,USD,43115827.14871,USD,3515928.17,0.038951845859550395,"Distributed computing & Storage, DePIN"
SKI,Ski Mask Dog,656,0.043406,USD,42945768.222082,USD,989397047,0.01698471692155162,Memes
HMSTR,Hamster Kombat,657,0.00065952,USD,42456600,USD,64375000000,0.23062312002673716,"Gaming, Tap to earn"
TAG,Tagger,658,0.0003983,USD,43177541.2641902,USD,108404572594,0.09872767664841534,Data management & AI
GRIFFAIN,GRIFFAIN,659,0.041879,USD,41874021.42448,USD,999881120,0.2273958903598535,Data management & AI
EURT,Tether EURt,660,1.1526,USD,41940048.118578,USD,36387340.03,0.008173504028304456,"Stablecoins, Asset-backed Stablecoins, Fiat-backed stablecoins"
MBL,MovieBloc,661,0.0022686,USD,42118571.7336804,USD,18565887214,0.07642330042491144,"Social, media & Content"
ALI,Artificial Liquid Intelligence,662,0.0046092,USD,42027105.88837946,USD,9118091184.669674,0.02537052879041569,"Memes, Gaming, Data management & AI, Identity, NFTs & Collectibles, Interoperability, Enterprise solutions, Social, media & Content, Marketing, Metaverse, Education, Web3"
WXT,Wirex Token,663,0.0042041,USD,42041000,USD,10000000000,0.008012821460321591,"Asset management, Payments, Exchange tokens"
UNP,UNIPOLY,664,0.19132,USD,41943083.6,USD,219230000,0.0281062866800089,
CTK,Shentu,665,0.28007,USD,41385151.58197,USD,147767171,0.10711530146184989,"Smart contract platforms, Interoperability, Cybersecurity"
FORT,Forta,666,0.068937,USD,41413802.57262093,USD,600748546.8271165,0.03313785432872961,"Data management & AI, Cybersecurity"
PUFF,Puff The Dragon,667,0.070263,USD,41377099.937544,USD,588888888,0.01567198261001156,"Memes, Gaming, NFTs & Collectibles, Loyalty & Rewards, Web3"
VELO,Velodrome Finance,668,0.044826,USD,41024867.758085996,USD,915202511,0.05974459613672821,"Decentralized exchange, DeFi, Exchange tokens"
RSC,ResearchCoin,669,0.35654,USD,41346218.94808334,USD,115965162.24850884,0.010851385997290047,
SDEX,SmarDex,670,0.0044841,USD,41254665.347373895,USD,9200210822.098948,0.01066396880201586,"Decentralized exchange, DeFi, Exchange tokens"
LUSD,Liquity USD,671,1.0009,USD,41014503.81025588,USD,40977623.94870205,0.0002562308710174406,"Stablecoins, Asset-backed Stablecoins, DeFi"
DEP,DEAPcoin,672,0.0013713,USD,40512178.771822385,USD,29542900001.32895,0.037453550885088456,"Gaming, NFTs & Collectibles, Metaverse"
MBX,MARBLEX,673,0.19085,USD,40807763.50078725,USD,213821134.40286744,0.04353392041078477,Gaming
PARTI,Particle Network,674,0.1716,USD,39982800,USD,233000000,0.610981675228282,"Smart contract platforms, Interoperability, Payments, Layer 1"
PIN,PinLink,675,0.45901,USD,40487725.878914,USD,88206631.4,0.027292292766908536,"Data management & AI, DeFi, DePIN, Real-world assets"
FUEL,Fuel Network,676,0.0076866,USD,40246565.97490542,USD,5235938643.210967,1.088759275246287,Scaling
QI,BENQI,677,0.0057534,USD,40193676.2299644,USD,6986073666,0.03074392594709306,"Lending & Borrowing, Derivatives, DeFi"
RARE,SuperRare,678,0.048253,USD,39773677.33586937,USD,824273668.7018294,0.1436836430545686,"NFTs & Collectibles, Marketplace, DAO"
GRND,SuperWalk,679,0.05936,USD,40233925.20770232,USD,677795235.9788126,0.009322482643101532,"NFTs & Collectibles, Move to earn, Health"
GPS,GoPlus Security,680,0.02391,USD,39122531.11323189,USD,1636241368.1820111,0.2876669224980628,
LQ,Liqwid Finance,681,1.9845,USD,39972580.893,USD,20142394,0.00043881567612792573,
C98,Coin98,682,0.040931,USD,39577991.740408,USD,966944168,0.16915744293506169,"Payments, DeFi"
BROCCOLI,CZ'S Dog,683,0.039868,USD,38827760.117332004,USD,973907899,0.4029560099009416,Memes
WQUIL,Wrapped QUIL,684,0.044411,USD,40071396.91597117,USD,902285400.373132,0.012775203887301844,"Wrapped Tokens, Rehypothecated assets"
MNSRY,Mansory,685,0.043126,USD,38812892.3099465,USD,899988227.75,0.04630899125656548,"Transport, Real-world assets"
SHELL,MyShell,686,0.13464,USD,38955839.99999821,USD,289333333.33332,0.16432073979297465,Data management & AI
AI,Sleepless AI,687,0.10636,USD,38808104.8223788,USD,364874998.33,0.1542752115109882,"Data management & AI, Web3"
AIAT,AI Analysis Token,688,0.26927,USD,39418290.51223591,USD,146389462.2952275,0.011552848127816208,
TST,Test,689,0.040875,USD,38703478.44726089,USD,946874090.4528657,0.2400234293283939,Memes
UQC,Uquid Coin,690,3.9769,USD,39769000,USD,10000000,0.005170235075166084,"Payments, DeFi, E-commerce"
BEBE,BEBE,691,0.000072758,USD,39162680.88069569,USD,538259447493,0.006027431318187039,
SOON,SOON,692,0.16744,USD,29456789.82488713,USD,175924449.50362596,0.2501706094994751,Interoperability
BID,CreatorBid,693,0.14138,USD,37955835.745721996,USD,268466796.9,0.0648926286160523,Data management & AI
ANYONE,ANyONe Protocol,694,0.3911,USD,38132236.52285689,USD,97499965.5404165,0.004251194097170275,"Privacy, DePIN"
META,Metadium,695,0.022631,USD,38812362.342319995,USD,1715008720,0.005257145402523917,Identity
XPLA,Xpla,696,0.046424,USD,38245480.60311035,USD,823829928.552265,0.02041742930910599,"Developments tools, Gaming, Web3"
MUBARAK,Mubarak,697,0.037192,USD,37192000,USD,1000000000,0.9485816279625902,Memes
FWOG,FWOG (SOL),698,0.038396,USD,37460494.053888,USD,975635328,0.0863866887450017,Memes
PYR,Vulcan Forged PYR,699,0.87677,USD,37733871.33828559,USD,43037365.94350352,0.12192670292119469,"Gaming, NFTs & Collectibles, Marketplace"
HIGH,Highstreet,700,0.49722,USD,37369889.7225752,USD,75157656.01258035,0.10956661576660906,"Gaming, Metaverse, Marketplace"
HASHAI,HashAI,701,0.00044431,USD,37572994.594375454,USD,84564818695,0.010651036111212632,"Data management & AI, DePIN"
WNXM,Wrapped NXM,702,58.42,USD,37643865.912625216,USD,644366.07176695,0.0106588208362274,"Wrapped Tokens, Insurance, DAO, Rehypothecated assets"
CORGIAI,CorgiAI,703,0.0001092,USD,37513474.3125324,USD,343529984547,0.0004209963380353684,"Memes, Data management & AI"
CLANKER,tokenbot,704,36.935,USD,36935000,USD,1000000,0.11765860729176744,Data management & AI
DBR,DeBridge,705,0.020358,USD,37240759.047726005,USD,1829293597,0.22693093735983152,Interoperability
ALICE,MyNeighborAlice,706,0.37041,USD,37041000,USD,100000000,0.260138004889784,"Gaming, NFTs & Collectibles, Metaverse"
ROAM,Roam,707,0.12364,USD,37317977.48186631,USD,301827705.288469,2.382195978508027,DePIN
XP,Xphere,708,0.020065,USD,37634032.95239007,USD,1875605928.352358,0.02913852996721966,Payments
MAGIC,Treasure,709,0.11862,USD,36487530.299340695,USD,307600154.2685946,0.22258264077125658,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse, Marketplace"
MOB,MobileCoin,710,0.18795,USD,37289228.68965,USD,198399727,0.002341008466234901,"Privacy, Payments"
VADER,VaderAI by Virtuals,711,0.03716,USD,37038840.30308,USD,996739513,0.026053359442809162,"Memes, Data management & AI"
ACT,Act I : The AI Prophecy,712,0.038225,USD,36246659.28481501,USD,948244847.215566,0.34333006625823065,"Memes, Data management & AI"
NIGELLA,Nigella coin,713,0.76999,USD,36374791.903969996,USD,47240603,0.007411240879930021,
KNG,Kanga Exchange Token,714,1.7477,USD,36701700,USD,21000000,0.005060798728177169,
NCT,PolySwarm,715,0.019111,USD,36033805.444802,USD,1885500782,0.7108208347659555,"Smart contract platforms, Cybersecurity, Web3, Made in America"
ALPH,Alephium,716,0.31198,USD,36101901.22588074,USD,115718639.73934464,0.010676803163264886,"Smart contract platforms, Developments tools, NFTs & Collectibles, Scaling, Payments, DeFi, Analytics, Web3, DAO"
ICE,Ice Open Network,717,0.0054964,USD,36359808.702413924,USD,6615204261.41,0.15790840534431114,
PEPECOIN,PepeCoin,718,0.33618,USD,35990495.93758345,USD,107057219.16111442,0.01441340771269574,"Memes, Made in America"
TCAPY,TonCapy,719,0.00034279,USD,36527702.4,USD,106560000000,0.0024808089098147055,Memes
WTAO,Wrapped TAO,720,322.16,USD,35235871.97038459,USD,109373.82657805,0.016412035084490576,Rehypothecated assets
XAH,Xahau,721,0.059515,USD,35487979.22722585,USD,596286301.39,0.00026905388978515804,
CUSD,Celo Dollar,722,0.99905,USD,35520389.162022136,USD,35554165.61936053,0.01208822356489058,"Stablecoins, Algorithmic Stablecoins, DeFi"
WOLF,Landwolf 0x67,723,0.000039177,USD,35343902.93326155,USD,902159505150,0.06512752734910827,Memes
OGN,Origin Protocol,724,0.049825,USD,34947761.670425,USD,701410169,0.14067341167646444,"NFTs & Collectibles, DeFi, Made in America"
HT,Huobi Token,725,0.21743,USD,35274504.70092,USD,162233844,0.0023397929079924796,"Centralized-exchange, Layer 1, Exchange tokens"
TT,ThunderCore,726,0.0028365,USD,35058806.648847,USD,12359882478,0.036305018035483805,Smart contract platforms
NAKA,Nakamoto Games,727,0.33044,USD,34948541.16687707,USD,105763651.99999112,0.2269936429543109,"Gaming, NFTs & Collectibles, Metaverse"
KEYCAT,Keyboard Cat,728,0.003493,USD,34930000,USD,10000000000,0.0648258017811314,Memes
DRV,Derive,729,0.047392,USD,34953006.736736,USD,737529683,0.007672748971363711,"Data management & AI, DeFi"
MIU,Miu,730,3.882e-8,USD,34938000,USD,900000000000000,0.0023915253759645657,Memes
ORAI,Oraichain,731,2.5086,USD,34678133.82,USD,13823700,0.012842599857516785,"Oracles, Data management & AI, DeFi, Analytics, Real-world assets"
DESO,Decentralized Social,732,3.907,USD,34711882.152,USD,8884536,0.0029876062724188746,"Smart contract platforms, Social, media & Content"
TBC,Ten Best Coins,733,11492.23,USD,34580120.07,USD,3009,0.022115677801755246,
PPT,Pop Social,734,0.4036,USD,34563975.8732,USD,85639187,0.34266074064944213,
PYTHIA,Pythia,735,0.03448,USD,34479324.26975074,USD,999980402.254952,0.056610178668605064,"Memes, Data management & AI"
TPT,TokenPocket,736,0.0098605,USD,34181003.1927,USD,3466457400,0.004816696110465005,Payments
NOBODY,Nobody Sausage,737,0.035734,USD,33700472.969504,USD,943092656,0.06483913740316238,Memes
LOCUS,Locus Chain,738,0.016314,USD,33950458.312786736,USD,2081062787.3474767,0.004768325213613646,"Scaling, Payments"
MYRIA,Myria,739,0.0010032,USD,33109986.830078404,USD,33004372837,0.034077445135389635,"Privacy, Gaming, NFTs & Collectibles"
AMPL,Ampleforth,740,1.1899,USD,33643819.93464,USD,28274493.6,0.0032214155616199862,"Stablecoins, Algorithmic Stablecoins, DeFi"
GUN,Gunz,741,0.035085,USD,33488632.5,USD,954500000,2.0296213335243998,"Gaming, Layer 1"
SIREN,siren,742,0.045521,USD,33291267.85482259,USD,731338675.6622788,0.22469940266696173,"Memes, Data management & AI"
GPRO,GoldPro Token,743,14.965,USD,33254251.62185,USD,2222135.09,0.00040789510653120494,"Asset-backed Tokens, Cryptocurrencies, Real-world assets"
AVA,AVA (Travala),744,0.47562,USD,32738002.830539998,USD,68832267,0.18710624237786355,"Payments, Marketplace, Tourism, Hospitality"
DOGINME,doginme,745,0.00048598,USD,32861631.520831533,USD,67619308450.61841,0.07444993011086938,Memes
RSS3,RSS3,746,0.04049,USD,32634674.961438444,USD,805993454.2217448,0.09458057929837863,"Data management & AI, Social, media & Content, Web3"
NYM,NYM,747,0.04049,USD,32967655.161387675,USD,814217218.11281,0.038778447954521074,"Privacy, Smart contract platforms, Distributed computing & Storage, Interoperability, Payments, Web3, DePIN"
BINK,Big Dog Fink,748,0.000219,USD,32617709.755923808,USD,148939313953.99,,
EWT,Energy Web Token,749,1.0823,USD,32536251.9574,USD,30062138,0.008912420508505993,"Enterprise solutions, Energy"
SLERF,SLERF,750,0.06478,USD,32389854.245,USD,499997750,0.08567935411580362,Memes
GEAR,Gearbox Protocol,751,0.0032333,USD,32333000,USD,10000000000,0.06144015563556119,
FORTH,Ampleforth Governance Token,752,2.2312,USD,32003338.02796193,USD,14343554.15380151,0.07939186223489689,"Cryptocurrencies, DAO"
MC,Merit Circle,753,0.0999,USD,32177972.417400002,USD,322101826,2.777651809150935e-7,"Gaming, NFTs & Collectibles, Metaverse, DAO"
PRCL,Parcl,754,0.076593,USD,31578103.415000997,USD,412284457,0.31693081951720287,"Real estate, Made in America, Real-world assets"
COQ,Coq Inu,755,4.5971e-7,USD,31913068.2,USD,69420000000000,0.07449077757776328,Memes
LBT,Law Blocks (AI),756,0.13076,USD,32035936.910879996,USD,244997988,0.009601002548248281,
AUKI,Auki Labs,757,0.014131,USD,31520864.660220258,USD,2230618120.46,0.002686487264967949,DePIN
TRU,TrueFi,758,0.023681,USD,31480235.174678445,USD,1329345685.3459923,0.4845842952379259,"Lending & Borrowing, DeFi, Real-world assets"
SUPRA,SUPRA,759,0.0020975,USD,31550591.968433604,USD,15041998554.67633,0.05476842879178723,"Oracles, Data management & AI, Interoperability, Made in America"
AVA,AVA,760,0.031178,USD,31177815.114460003,USD,999994070,0.14307071764956414,Memes
EURA,Angle Protocol,761,1.1758,USD,31812093.235799998,USD,27055701,0.0002966890228694078,Stablecoins
IXS,IXS,762,0.17504,USD,31507200,USD,180000000,0.0038976498408782754,Real-world assets
RAD,Radworks,763,0.60452,USD,31178710.76192336,USD,51575978.89552598,0.45132480245232404,"Data management & AI, Web3, DAO"
LABUBU,LABUBU SOL,764,0.031283,USD,31212322.986617707,USD,997740721.37,0.28453812604530276,
BOBO,BOBO,765,4.7692e-7,USD,31540839.18206548,USD,66134444313649,0.06443855724822739,Memes
SERV,OpenServ,766,0.046222,USD,31078564.119108,USD,672376014,0.006563032623316196,Data management & AI
THAPT,Thala APT,767,4.351,USD,30943476.608,USD,7111808,,Rehypothecated assets
X,X empire,768,0.000044361,USD,30609090,USD,690000000000,0.5892185583870847,"Gaming, Tap to earn"
A8,Ancient8,769,0.10556,USD,31682810.458572,USD,300140303.7,0.11137621315852404,
M87,MESSIER,770,0.000034003,USD,30087428.53297783,USD,884846293944,0.027183815538603332,DeFi
PYN,Paynetic AI,771,0.0050092,USD,31057040,USD,6200000000,0.4199284902440088,Data management & AI
GPU,Node AI,772,0.31398,USD,30791809.97302081,USD,98069335.54054657,0.1643374398135248,"Distributed computing & Storage, Data management & AI, Social, media & Content, DePIN, Made in America"
STG,Stargate Finance,773,0.14969,USD,30587417.708755795,USD,204338417.4544445,0.09542097321708963,Interoperability
ARPA,ARPA,774,0.019827,USD,30128843.486233693,USD,1519586598.3877385,0.4439007590832016,"Privacy, Distributed computing & Storage"
ACE,Fusionist,775,0.45857,USD,30074074.393859997,USD,65582298,0.1303938277146627,"Gaming, Social, media & Content"
XION,XION,776,0.84171,USD,30017936.569314808,USD,35663039.014999,0.16798897938537935,"Layer 1, Made in America"
SPK,Spark,777,0.03129,USD,29429867.05923361,USD,940551839.5408633,0.8082219058196345,"Lending & Borrowing, DeFi"
HB,HBC,778,0.0012115,USD,30287499.999999996,USD,25000000000,0.00001818293836335122,
HUNT,Hunt Town,779,0.23736,USD,29947160.050079998,USD,126167678,0.025062927560110495,"Social, media & Content"
LOFI,LOFI,780,0.029897,USD,29897000,USD,1000000000,0.037532664742090174,Memes
XT,XT Smart Chain,781,4.909,USD,29677963.307,USD,6045623,0.1998583213369218,
FLOCK,Flock.io,782,0.15204,USD,29797860.517541107,USD,195986980.51526642,0.16580867917331724,Data management & AI
USDA,USDA,783,0.99857,USD,29988690.76052,USD,30031636,,Stablecoins
MAPO,MAP Protocol,784,0.0049772,USD,29366154.260304827,USD,5900135469.803268,0.07478696379505953,Interoperability
ELA,Elastos,785,1.2803,USD,29199137.6243,USD,22806481,0.07786854106771614,"Smart contract platforms, Web3, DePIN"
PUFFER,Puffer,786,0.16318,USD,28711374.9539,USD,175949105,0.5037850431372176,Made in America
BANK,Lorenzo Protocol,787,0.067409,USD,28665677.25,USD,425250000,0.4547396885015497,"Asset management, Derivatives, DeFi"
VINE,Vine Coin,788,0.028323,USD,28322833.007592,USD,999994104,0.6691648166348335,Memes
FCT2,FirmaChain,789,0.028457,USD,28995103.169614322,USD,1018909342.854634,0.0576565686970931,Data management & AI
OHO,OHO,790,0.0011883,USD,28666426.0707306,USD,24123896382,0.0070429615061656835,
WOJAK,Wojak,791,0.00041167,USD,28571843.85582079,USD,69404726737,0.03779583858124397,Memes
BAKE,BakeryToken,792,0.09748,USD,28246828.10938334,USD,289770497.63421565,0.1378834244206723,"Decentralized exchange, NFTs & Collectibles, DeFi, Marketplace"
ZORA,ZORA,793,0.0080059,USD,28020650,USD,3500000000,0.6488503538899358,"NFTs & Collectibles, Social, media & Content"
MAV,Maverick Protocol,794,0.042204,USD,27709529.150365837,USD,656561680.1811638,0.4530714324028108,"Privacy, Scaling, DeFi"
ACA,Acala Token,795,0.024098,USD,28114333.17268,USD,1166666660,0.07569878262524259,DeFi
ARC,AI Rig Complex,796,0.027399,USD,27398953.942281,USD,999998319,0.05055084485452416,Data management & AI
DF,dForce,797,0.027222,USD,27219989.563494287,USD,999926146.6275177,0.4537370205996116,"Lending & Borrowing, DeFi"
MOC,Moss Coin,798,0.064945,USD,28023097.78716,USD,431489688,0.07096130765504173,"NFTs & Collectibles, Metaverse"
HFUN,Hypurr Fun,799,27.861,USD,27785347.07643,USD,997284.63,0.0011984104956405794,Memes
MIGGLES,Mr Miggles,800,0.029017,USD,27780036.947547,USD,957371091,0.06149278064897361,Memes
BOB,Build On BNB,801,6.4216e-8,USD,27015029.04,USD,420690000000000,0.4869186120834194,Memes
EUSD,Electronic USD,802,1.0003,USD,27502959.4133,USD,27494711,0.012096962495842552,
ARRR,Pirate Chain,803,0.13958,USD,27387521.920729373,USD,196213797.97055,0.006794129436122221,"Privacy, Cryptocurrencies"
AQT,Alpha Quark Token,804,1.0216,USD,27385214.941600002,USD,26806201,0.08101323261927185,"NFTs & Collectibles, Marketplace"
LMWR,LimeWire,805,0.07821,USD,27240180.622882936,USD,348295366.61402553,0.04087145858520303,"Data management & AI, Social, media & Content, Web3"
SYS,Syscoin,806,0.032498,USD,26742441.06299707,USD,822894980.0909923,0.04800325452831608,"Privacy, Smart contract platforms, Scaling, Enterprise solutions, Layer 1"
MMUI,MetaMUI,807,0.057514,USD,27390840.683374003,USD,476246491,0.011696439048622009,
ZEX,Zeta,808,0.14406,USD,27050123.95877713,USD,187769845.611392,0.048349277667577274,"Decentralized exchange, Derivatives, DeFi"
AXR,Axelrod,809,0.027007,USD,27007000,USD,1000000000,,
PROMPT,Wayfinder,810,0.11891,USD,26623985.14864,USD,223900304,2.6993996946380143,Data management & AI
BR,Bedrock,811,0.12799,USD,26877900,USD,210000000,161.36114546139407,"DeFi, DAO"
GRS,Groestlcoin,812,0.30576,USD,26879769.4494011,USD,87911333.88736624,0.02158232725265974,Cryptocurrencies
LADYS,Milady Meme Coin,813,3.6309e-8,USD,26664095.9375337,USD,734366023232083,0.14054259660457852,Memes
GEMS,Gems,814,0.066897,USD,26754199.961588997,USD,399931237,0.16579665617096592,
ZEREBRO,Zerebro,815,0.026292,USD,26290854.520495318,USD,999956432.393706,0.2876651012919824,"Memes, Data management & AI"
ATA,Automata Network,816,0.044911,USD,26398327.781092186,USD,587792028.2579365,0.3793254825641386,"Identity, Scaling, Web3"
SAUCE,SaucerSwap,817,0.031768,USD,26546680.17222639,USD,835642161.049685,0.007064536948126857,"Decentralized exchange, DeFi, Exchange tokens"
DODO,DODO,818,0.036182,USD,26257400.5761917,USD,725703404.35,0.13704338457748974,"Decentralized exchange, DeFi, Exchange tokens"
QUAI,Quai Network,819,0.055064,USD,26320592,USD,478000000,0.06961991660079721,"Cryptocurrencies, Smart contract platforms, Layer 1, Made in America"
AHT,AhaToken,820,0.0038437,USD,25874904.734104376,USD,6731770100.19106,0.04393516118409351,"Social, media & Content, Web3"
METAL,Metal Blockchain,821,0.16902,USD,26620079.726520002,USD,157496626,0.0072156778164589866,
HAEDAL,Haedal Protocol,822,0.11996,USD,25491500,USD,212500000,0.38123253597433304,Derivatives
ARENA,The Arena,823,0.009872,USD,25919280.978399955,USD,2625534945.1377587,0.004541395663796166,"Social, media & Content"
FAIR3,Fair and Free,824,0.027611,USD,25838766.235143,USD,935814213,0.46168299479619795,Memes
DNT,district0x,825,0.0259,USD,25900000,USD,1000000000,0.0003622677168007722,"Payments, Social, media & Content, Web3"
NS,Sui Name Service,826,0.13332,USD,25652991.859073315,USD,192416680.611111,0.056919923511377,
BLUE,Bluefin,827,0.083965,USD,25659112.71847,USD,305592958,0.15450522524515545,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
NFP,NFPrompt,828,0.052926,USD,25023222.765912686,USD,472796409.4379452,0.1303063773617835,"Data management & AI, Payments, Social, media & Content, Web3"
CATI,Catizen,829,0.076724,USD,24995911.96,USD,325790000,0.22970740015248836,"Gaming, Tap to earn"
MOBILE,Helium Mobile,830,0.00028437,USD,25388553.599999998,USD,89280000000,0.02906033697289632,"Distributed computing & Storage, DePIN"
THE,Thena,831,0.23487,USD,24983208.541942667,USD,106370368.8931863,0.43957211872515867,"Cryptocurrencies, Smart contract platforms, Decentralized exchange, DeFi, Analytics, Web3, Exchange tokens"
REZ,Renzo,832,0.0081436,USD,24974851.25872607,USD,3066807217.7815795,0.3134497286867162,Made in America
PNG,Pangolin,833,0.11612,USD,25589825.51252,USD,220373971,0.03770042695092707,"Decentralized exchange, Exchange tokens"
LUMIA,Lumia,834,0.21005,USD,24963648.874654815,USD,118846221.73127739,0.12560348184985384,"Privacy, Interoperability, DeFi, DAO, Made in America, Real-world assets"
NOS,Nosana,835,0.52373,USD,25242563.09045,USD,48197665,0.019594261513756706,"Distributed computing & Storage, Data management & AI, DePIN"
CLV,CLV,836,0.020515,USD,25113251.158435,USD,1224140929,0.039712058058959,Interoperability
OMG,OMG Network,837,0.17897,USD,25099718.923931412,USD,140245398.24513277,0.13447764721044664,"Cryptocurrencies, Scaling, Payments"
YUSD,Aegis YUSD,838,0.99997,USD,25137595.70860102,USD,25138349.85909679,0.010511805921421426,"Stablecoins, DAO"
ETN,Electroneum,839,0.0013902,USD,24995542.433859315,USD,17979817604.56,0.024194249227711472,"Cryptocurrencies, Payments, Layer 1"
BERT,Bertram The Pomeranian,840,0.025346,USD,24503228.720948,USD,966749338,0.07246482675649585,"Memes, Made in America"
MIN,Minswap,841,0.016514,USD,24126068.399638947,USD,1460946372.752752,0.008319357831754042,"Decentralized exchange, DeFi, Web3, Exchange tokens"
BBA,BBAChain,842,0.15484,USD,24469825.0422836,USD,158032969.79,0.022309047818069118,
DUSK,Dusk,843,0.049567,USD,24074691.866112284,USD,485699999.31632507,0.15643840140910964,"Privacy, Smart contract platforms, Enterprise solutions, Layer 1, Real-world assets"
TLM,Alien Worlds,844,0.0040677,USD,23796765.91568381,USD,5850177229.3148,0.21592624401069702,"Gaming, NFTs & Collectibles, Metaverse, DAO"
HOOK,Hooked Protocol,845,0.09499,USD,23375335.314049445,USD,246082064.57573897,0.5586596199162197,"Gaming, Data management & AI, Metaverse, Education"
VERSE,Verse World,846,0.24014,USD,24013997.83874,USD,99999991,0.17044579423422493,"Gaming, Metaverse"
PORTAL,Portal,847,0.039552,USD,22599036.04162237,USD,571375304.4504038,1.3757012851449775,"Gaming, Interoperability, DeFi"
RDNT,Radiant Capital,848,0.018382,USD,23738201.313371997,USD,1291382946,0.22002224917669827,"Lending & Borrowing, DeFi"
GET,Global Entertainment Token,849,0.011011,USD,23973866.874958,USD,2177265178,0.009067496954701883,
CTA,Cross The Ages,850,0.047752,USD,23876000,USD,500000000,0.05576879304504272,Gaming
A47,AGENDA 47,851,0.023828,USD,23827771.13206,USD,999990395,0.10581239547786384,Memes
FB,Fractal Bitcoin,852,0.46112,USD,23542285.703028157,USD,51054575.17138306,0.11398882872579674,
GNUS,GENIUS AI,853,1.9805,USD,23665915.432499997,USD,11949465,0.0017631930693467377,"Data management & AI, DePIN"
SWARMS,Swarms,854,0.022992,USD,22991651.21136,USD,999984830,0.5101251103475865,Data management & AI
BOUNTY,Chainbounty,855,0.044071,USD,23192363.529645,USD,526249995,0.022139339550011336,Data management & AI
PHB,Phoenix,856,0.40325,USD,22980945.624178957,USD,56989325.78841651,0.2336543893459328,"Smart contract platforms, Oracles, Data management & AI, Enterprise solutions, Web3, DePIN"
AQUA,Aquarius,857,0.0008414,USD,23287480.815781012,USD,27677063009.01,0.00040492923261969185,
MBOX,MOBOX,858,0.045741,USD,22885249.963046998,USD,500322467,0.1695252216120189,"Gaming, NFTs & Collectibles, DeFi, Metaverse"
AGT,Alaya Governance Token,859,0.016381,USD,22933400,USD,1400000000,0.12275439376954879,Data management & AI
CXT,Covalent X Token,860,0.023601,USD,23008402.491,USD,974891000,0.06096701335895933,
DAO,DAO Maker,861,0.11649,USD,22984303.958275076,USD,197307098.9636456,0.09067688520059934,DeFi
NAVX,NAVI Protocol,862,0.039786,USD,22918623.73310562,USD,576047447.17,0.063002500929052,Lending & Borrowing
DEXT,DEXTools,863,0.2999,USD,23272388.724510994,USD,77600495.91367453,0.0022464626506000637,"Social, media & Content, Analytics"
UOS,Ultra,864,0.050923,USD,22613544.13909775,USD,444073289.8513,0.036446619262738615,"Gaming, NFTs & Collectibles, Metaverse"
AMR,Advanced Mortgage & Reserve,865,0.48062,USD,22765962.5011,USD,47367905,0.2552309186101148,
SHARP,Sharp,866,0.0084701,USD,22761184.722509697,USD,2687239197,0.007331497491581368,
OGY,ORIGYN,867,0.0028797,USD,22544137.1277375,USD,7828640875,0.012996799879959976,"Web3, DePIN, Real-world assets"
GOUT,GOUT,868,0.00014838,USD,22727284.13967867,USD,153169457741.4656,0.030538760447333106,
DOG,Own The Doge,869,0.0014794,USD,22594472.726344742,USD,15272727272.1,0.008889777934712373,"Memes, NFTs & Collectibles"
LYX,LUKSO,870,0.71588,USD,21860044.8096492,USD,30535906.59,0.059930488731340964,"Smart contract platforms, Gaming, Identity, NFTs & Collectibles, Social, media & Content, Metaverse"
PURPE,Purple Pepe,871,0.000053503,USD,22322190.042627677,USD,417213801892,0.04187998521490291,Memes
RESOLV,Resolv,872,0.13964,USD,21748929.999999996,USD,155750000,0.9493875491633448,DeFi
NEON,Neon EVM,873,0.093164,USD,22309566.357428,USD,239465527,0.04868519932116728,Interoperability
MNTX,Minutes Network Token,874,0.31758,USD,22039655.025,USD,69398750,0.0007499864718631185,
FOG,FOGNET,875,0.044141,USD,22070500,USD,500000000,0.00892403231008722,
SD,Stader,876,0.4146,USD,22091736.89232826,USD,53284459.46051195,0.08954884875582714,Derivatives
BADGER,Badger DAO,877,1.0794,USD,22009596.050980117,USD,20390583.7048176,0.3612374639150615,"Decentralized exchange, DeFi, DAO"
RACA,RACA,878,0.000053589,USD,22007414.515173186,USD,410670371068.18915,0.12262075530645968,"Gaming, NFTs & Collectibles, Metaverse, Marketplace"
KEKIUS,Kekius Maximus,879,0.021932,USD,21932000,USD,1000000000,0.1775890587807026,Memes
