Name,Symbol,Price,Market Cap,Volume,24h Change,Category
Usual ETH,eth0,2594.86,33297896,25.95,3.2234,Others
TruFin Staked MATIC,trumatic,0.201865,33276023,253.73,1.66719,Others
TokenPocket Token,tpt,0.00959711,33258000,190048,-3.4616,Others
BOBO Coin,bobo,5.0072e-7,33238213,2167415,5.66755,Others
Ava AI,ava,0.03315648,33164566,5575192,6.62129,Others
Open Campus,edu,0.127408,33142893,3117360,2.41003,Others
Targon,sn4,19.94,33075956,310746,2.45436,Others
BounceBit,bb,0.080529,32982081,4061344,1.44076,Others
XT Stablecoin XTUSD,xtusd,0.999672,32823596,2035864,-0.00765,Others
KoKoK The Roach,kokok,0.164142,32806001,3903945,12.4829,Others
Hex Trust USD,usdx,1.001,32732692,4487.27,0.18982,Others
MNEE USD Stablecoin,mnee,0.999365,32729741,69204,-0.33742,Others
Nym,nym,0.04016332,32701667,1076738,-0.29459,Others
Coq Inu,coq,4.69036e-7,32540632,2718629,1.38085,Others
TrueFi,tru,0.0244064,32467449,7229631,3.15724,Others
StandX DUSD,dusd,1.001,32355881,62840,0.08132,Others
Cloud,cloud,0.097921,32328253,2592575,-5.81816,Others
Coinshift USDC,csusdc,1.031,32274251,0,0.00976,Others
AGI ALPHA AGENT,agialpha,0.03217254,32205960,247639,23.60175,Others
Law Blocks,lbt,0.130955,32083807,306503,0.05072,Others
VeraOne,vro,109.36,31903780,35226,1.97673,Others
ANyONe Protocol,anyone,0.396596,31838321,114529,0.79168,Others
Fusionist,ace,0.483688,31745127,3341318,4.94058,Others
Thala APT,thapt,4.48,31738953,8423.33,2.25271,Others
Defiway,defi,0.317175,31718035,1.16,0.01383,Others
Everybody,hold,0.00114167,31651214,204064,11.7287,Others
CargoX,cxo,0.189294,31646014,5526.65,0.62537,Others
Orchid Protocol,oxt,0.053434,31613857,2117562,2.20425,Others
Tree,tree,0.309939,31461759,116112,11.59473,Others
zkSync Bridged USDC (zkSync),usdc,0.999825,31454836,557462,0.00016,Others
Suilend,send,0.44448,31392891,1231895,3.35405,Others
Dacxi,dxi,0.00089907,31131861,361431,-0.22841,Others
NodeAI,gpu,0.31968,31116912,5609193,1.17609,Others
Ancient8,a8,0.103541,31082669,3962263,-1.13271,Others
ParaSwap,psp,0.01997309,30999065,209199,2.15066,Others
XION,xion,0.863398,30814186,5947348,2.40961,Others
Gearbox,gear,0.00307035,30766628,1101584,-2.25812,Others
Radworks,rad,0.616653,30727118,6483964,1.8439,Others
Wojak,wojak,0.00044271,30722109,1400934,8.73261,Others
Hegic,hegic,0.028461,30682286,101390,-0.21948,Others
Zeus Network zBTC,zbtc,109306,30617737,494714,0.87298,Others
Bit2Me,b2m,0.01033591,30579047,51485,-2.08891,Others
Slash Vision Labs,svl,0.00618585,30552543,182408,9.23583,Others
IXS,ixs,0.169557,30523201,125846,-4.83797,Others
LOFI,lofi,0.03034229,30502464,1547244,0.30226,Others
Mr. Miggles,miggles,0.0317817,30481618,2681438,7.78616,Others
IKUN,ikun,0.03011871,30479441,14624925,67.14479,Others
Gamebitcoin Power,pwr,0.02780868,30413769,48977,0,Others
Aquarius,aqua,0.00087076,30369458,102720,3.11465,Others
sDOLA,sdola,1.14,30278559,3843.02,0.04793,Others
Bridged Tether (Rainbow Bridge),usdt.e,1,30135069,334400,-0.00376,Others
Layer3,l3,0.04573137,30127624,5485014,-3.11266,Others
Spark,spk,0.03189137,30037420,19352526,2.74082,Others
Stader MaticX,maticx,0.214627,29995705,164115,1.70205,Others
Elastos,ela,1.31,29984166,185198,1.23737,Others
Kyros Restaked SOL,kysol,185.98,29838007,151863,3.73652,Others
MAGIC•INTERNET•MONEY (Bitcoin),mim,0.00142008,29822974,543131,2.9711,Others
MESSIER,m87,0.00003369,29810716,749069,-0.00264,Others
Vine,vine,0.02959585,29585850,19099221,2.96029,Others
Myria,myria,0.00104339,29569402,1417930,1.97266,Others
DAO Maker,dao,0.11764,29567014,1637558,0.71059,Others
Kujira,kuji,0.239051,29507342,12064.95,9.63917,Others
Aster Staked USDF,asusdf,1.023,29460441,3276.91,-0.07084,Others
ELYSIA,el,0.0042991,29248045,1000040,0.19567,Others
Wayfinder,prompt,0.130368,29228106,52905027,8.6544,Others
Puffer,puffer,0.165369,29098681,12871665,0.93852,Others
Lorenzo Protocol,bank,0.068253,29021219,11881920,1.94186,Others
OHO Blockchain,oho,0.00120066,28988417,140966,0.91354,Others
Gems VIP,gems,0.063149,28947437,3796889,-3.60874,Others
Acala,aca,0.02473925,28887939,2970659,4.22555,Others
Firmachain,fct,0.02814873,28693377,381500,0.05495,Others
Bridged USD Coin (StarkGate),usdc,0.999865,28669384,1080174,0.00176,Others
tao.bot,taobot,0.354877,28409223,34523,9.53723,Others
Build On BNB,bob,6.7284e-8,28314296,5954048,0.0287,Others
Shardus,ult,0.064366,28293889,3.11,2.27794,Others
Syscoin,sys,0.0343179,28239872,1594866,4.4107,Others
BakerySwap,bake,0.097327,28111117,5801710,-2.0051,Others
MAP Protocol,mapo,0.00474726,28011945,2600107,-10.76508,Others
Alpha Quark,aqt,1.043,27957738,4219275,1.91214,Others
Hypurr Fun,hfun,28,27928628,137597,0.54244,Others
sETH,seth,2396.92,27769562,922.68,2.18659,Others
Verse World,verse,0.277011,27737503,3964563,13.29108,Others
VitaDAO,vita,1.093,27705862,1363528,4.37673,Others
Mossland,moc,0.064187,27695972,829427,-1.37797,Others
AI Rig Complex,arc,0.02752422,27538583,5012723,2.89736,Others
Novem Gold Token,nnn,129.87,27516451,57661,0,Others
MetaMUI,mmui,0.057759,27508091,267333,0.73232,Others
stake.link,sdl,0.472461,27418593,22585,-2.6019,Others
SaucerSwap,sauce,0.03279873,27411151,93848,3.89866,Others
NEURALAI,neural,2.74,27408367,96307,3.5661,Others
MAI,mimatic,0.993986,27398381,8317.86,0.01202,Others
The Arena,arena,0.01022261,27388126,140626,2.81751,Others
Zerebro,zerebro,0.0273628,27384791,6591271,4.4717,Others
Maverick Protocol,mav,0.0415913,27333881,8779988,0.72455,Others
Ankr Staked ETH,ankreth,3110.76,27290365,6233.79,2.77115,Others
Quai Network,quai,0.054437,27250823,2339128,-1.49144,Others
International Meme Fund,imf,0.873353,27244985,257414,-2.74301,Others
LimeWire,lmwr,0.078038,27183055,1145674,-1.34659,Others
Automata,ata,0.04608472,27084724,3029676,2.26601,Others
Strike,strike,1.49,27062640,188954,3.38466,Others
Groestlcoin,grs,0.306508,26942159,2303804,-0.90093,Others
Pirate Chain,arrr,0.137234,26927333,191320,-1.88544,Others
McDull (Meme),mcdull,0.00000303,26897693,19316.89,3.84357,Others
Bedrock,br,0.128079,26896835,308085557,0.0579,Others
Staked Frax USD,sfrxusd,1.14,26666942,17298.18,0.04388,Others
Pangolin,png,0.120367,26511636,811070,2.97442,Others
NetMind Token,nmt,0.528346,26492544,1692846,0.28089,Others
Ampleforth Governance,forth,2.31,26485624,1848817,3.12296,Others
NFPrompt,nfp,0.055858,26402591,3211611,4.38248,Others
SOON,soon,0.140969,26365596,35838508,2.82658,Others
dForce,df,0.02623901,26267912,5631682,-3.95978,Others
Bluefin,blue,0.085866,26230251,3738277,2.03174,Others
Zora,zora,0.00832313,26217270,19034986,3.29668,Others
Pixels,pixel,0.03398353,26204142,10935955,3.74406,Others
A Hunters Dream,caw,4.1134e-8,26190144,607979,2.30983,Others
Thought,tht,0.051358,26164798,44049,10.41276,Others
Hooked Protocol,hook,0.096855,26158738,10073516,-0.00779,Others
Zeta,zex,0.137949,25909187,1935847,-4.38785,Others
ORIGYN,ogy,0.00296928,25877550,309368,2.68341,Others
DUSK,dusk,0.051667,25830475,3423879,3.31076,Others
cDAI,cdai,0.02466406,25807784,38.64,0.00942,Others
WibeGram,wibe,1.25,25652563,92856,-1.32971,Others
Advertise Coin,adco,0.569705,25640365,8362.18,2.69953,Others
Beincom,bic,0.01438081,25626684,3863.87,2.10246,Others
REVOX,rex,0.01262769,25559571,3247694,8.49318,Others
Aegis YUSD,yusd,1.001,25547955,280121,0.00462,Others
Elixir,elx,0.098477,25537518,5736432,0.62395,Others
Sceptre Staked FLR,sflr,0.0246651,25437002,137892,0.18381,Others
