Name,Symbol,Price,Market Cap,Volume,24h Change,Category
Acet,act,0.059637,102390353,124853,-1.17647,Others
AltLayer,alt,0.02722321,102239838,9480220,3.15514,Others
RealLink,real,0.03638679,102222672,22343005,2.45134,Others
Moonwell,well,0.02902887,101695756,3045583,9.84587,Others
Hive,hive,0.210781,101439311,2270173,1.95122,Others
Goatseus Maximus,goat,0.100869,100986252,19405014,3.71743,Others
Tradable Singapore Fintech SSL,pc0000023,1,100846154,0,0,Others
ONyc,onyc,1.008,100826964,2557.82,0.06735,Others
Big Time,bigtime,0.052729,100661790,14162377,4.01677,Others
Waves,waves,1.005,100540903,9763296,-0.02967,Others
QL1 Bridged USDT (QL1),qusdt,1,100007351,4189.84,-0.00742,Others
Tellor Tributes,trb,37.05,99587522,14317390,1.39806,Others
Illuvium,ilv,10.47,99223526,4539365,2.31891,Others
Venus,xvs,5.96,99181029,5065276,2.46822,Others
Optimism Bridged WBTC (Optimism),wbtc,109495,98452834,1471987,1.22835,Others
SKALE,skl,0.01700447,98229502,4252299,1.54818,Others
BitMart,bmx,0.289198,97965470,6208124,0.30761,Others
Velo,velo,0.01325551,97923599,13628567,-1.46331,Others
Metis,metis,15.16,97643589,5216430,3.6686,Others
Constellation,dag,0.03421042,97592065,2441319,4.95394,Others
Lagrange,la,0.503213,97161250,17986737,0.56344,Others
UMA,uma,1.09,96259683,4266188,2.09836,Others
Lift Dollar,usdl,0.999866,96092449,1298185,0.02151,Others
ALEO,aleo,0.223706,95884089,3432518,-1.14214,Others
NKYC Token,nkyc,23.88,95527181,256763,2.09209,Others
Bio Protocol,bio,0.05286,95402968,10663434,3.53017,Others
Stratis,strax,0.04807048,95278948,19039390,-4.80876,Others
L2 Standard Bridged frxUSD,frxusd,0.999542,94743478,380712,-0.14345,Others
Alchemy Pay,ach,0.01900637,94002926,31309570,6.06717,Others
ONFA,oft,0.814865,93970908,7793152,-7.24111,Others
ConstitutionDAO,people,0.01832413,92827582,28242312,6.25692,Others
Animecoin,anime,0.0167277,92648101,10727431,1.41394,Others
Elixir Staked deUSD,sdeusd,1.048,92621104,29816,0.08152,Others
Six Sigma,six,0.061782,92601524,108875,-7.52764,Others
Blast,blast,0.0022418,92570049,10971224,-3.27059,Others
Swop,swop,0.00925156,92515609,47.75,-0.00019,Others
DOLA,dola,0.998321,91866819,132558,0.01903,Others
Verasity,vra,0.00110343,91497273,3190224,-0.46796,Others
VVS Finance,vvs,0.00000188,91232642,411650,0.54809,Others
Loopring,lrc,0.073146,91147670,7128369,1.26132,Others
Cookie DAO,cookie,0.166374,91115408,9510027,3.81409,Others
Restaked Swell ETH,rsweth,2584.89,91041466,181610,2.5332,Others
Band Protocol,band,0.582585,90867648,7883380,3.90835,Others
Rollbit Coin,rlb,0.0447055,90850498,133827,1.94449,Others
Incrypt,inc,0.0140875,90614548,114528,-12.31858,Others
PAAL AI,paal,0.100559,90409452,3007829,1.09951,Others
Clearpool,cpool,0.11508,89825080,2329845,3.87802,Others
Delysium,agi,0.050222,89754080,28881374,-0.6667,Others
Biconomy,bico,0.092842,89628862,3967939,3.9525,Others
NexusMind,nmd,8.75,89614836,135553,1.01378,Others
Neiro on ETH,neiro,0.089447,89507692,3029546,4.25311,Others
SingularityNET,agix,0.299125,89393242,40451,3.29491,Others
GAL (migrated to Gravity - G),gal,0.692986,88528477,1050.52,-5.82395,Others
Sui Bridged USDT (Sui),sbusdt,1,88061254,27443889,0.00877,Others
Cronos Bridged USDT (Cronos),usdt,0.999746,87802155,97038,0.18126,Others
Venice Token,vvv,2.77,87729708,2739702,4.41486,Others
Orbs,orbs,0.01868861,87367725,3645092,1.9252,Others
Beets Staked Sonic,sts,0.322624,87340509,226010,2.98988,Others
XPR Network,xpr,0.0031253,86533696,2199678,-1.22688,Others
The Grays Currency,ptgc,0.00029615,86511069,112877,8.61831,Others
Arbitrum Bridged USDC (Arbitrum),usdc.e,1,86471822,7235862,0.00754,Others
IOST,iost,0.00329492,86377488,4051018,1.86087,Others
Verge,xvg,0.00522019,86259009,2561305,1.87914,Others
Infinitar Governance Token,igt,0.22113,85838004,4536113,2.58662,Others
Diverge Loop,dlc,0.096292,85699697,26110,-2.10144,Others
Tokenlon,lon,0.699039,85652332,56832,2.09206,Others
Mythos,myth,0.107402,85537961,1442573,0.26279,Others
Gravity (by Galxe),g,0.01180815,85404229,6565452,-0.89012,Others
Metal Blockchain,metal,0.167647,85104387,1331863,-1.98403,Others
Metaplex,mplx,0.102354,84890393,11164665,-6.11628,Others
OKT Chain,okt,4.71,84100112,329789,0.2592,Others
Pocket Network,pokt,0.04171589,83895503,54904214,4.80069,Others
L2 Standard Bridged WETH (Optimism),weth,2588.23,83853699,3848159,2.63361,Others
Degen,degen,0.0036206,82521633,11240118,8.94333,Others
TempleDAO,temple,3.47,82328249,150.95,0.07215,Others
Merlin Chain,merl,0.113274,82238519,9085703,13.26317,Others
Powerledger,powr,0.15519,82211701,3092212,2.57647,Others
MVL,mvl,0.00305557,82203911,595469,-0.03048,Others
RedStone,red,0.293217,82164768,17624941,0.83844,Others
Ribbita by Virtuals,tibbir,0.081257,81699186,734795,13.80978,Others
YU,yu,0.999803,81594383,1186293,-0.01047,Others
Solana Name Service (prev. Bonfida),fida,0.082332,81587369,16336417,1.77521,Others
QuantixAI,qai,101.46,81580573,4144504,1.00768,Others
SATS (Ordinals),sats,3.8775e-8,81443447,9006573,3.89047,Others
Relend USDC,reusdc,1.066,81272640,0,0.01349,Others
Avant USD,avusd,1,81265699,100198,-0.01384,Others
Coreum,coreum,0.124801,81082338,400588,3.96145,Others
Songbird,sgb,0.00510471,81051499,481708,3.55082,Others
0x0.ai: AI Smart Contract,0x0,0.090135,80604020,125461,3.99792,Others
Sign,sign,0.067166,80595794,5988379,3.25585,Others
IQ,iq,0.00359718,80384477,2352542,1.64553,Others
Hivemapper,honey,0.01793864,80325209,1482655,4.15024,Others
Bridged Ether (StarkGate),eth,2599.87,79775184,109287,3.30061,Others
Flux,flux,0.204589,79240736,2572757,2.79074,Others
ChainGPT,cgpt,0.094152,79185611,9848315,3.07345,Others
BugsCoin,bgsc,0.00684159,79139467,6993359,7.91288,Others
Ardor,ardr,0.07916,79097892,1737625,0.34751,Others
Memecoin,meme,0.00157181,78862443,30396876,5.67428,Others
Yield Guild Games,ygg,0.149425,78841405,7984739,3.25035,Others
Renzo Restaked LST,pzeth,3132.89,78804323,795.86,3.34979,Others
Moonwell Flagship ETH (Morpho Vault),mweth,2623.27,78803125,617.24,4.84463,Others
Osaka Protocol,osak,1.03184e-7,78456043,88873,5.05475,Others
PHALA,pha,0.097646,78383533,6489133,3.12352,Others
dKargo,dka,0.01561733,78085824,956492,0.38782,Others
Sonic SVM,sonic,0.216562,77962215,18321839,1.61254,Others
ARK,ark,0.414082,77916494,13355153,1.97761,Others
Manta Network,manta,0.185913,77915130,9552762,4.4872,Others
Radix,xrd,0.00659241,77679473,312751,-0.1403,Others
peaq,peaq,0.078253,77566309,3354225,-1.24053,Others
USDX,usdx,0.694768,77513905,1439.99,-0.07295,Others
Felix feUSD,feusd,1.005,76735677,4332791,-0.11209,Others
Audius,audio,0.057177,76448942,10251752,1.87061,Others
Solv Protocol SolvBTC.CORE,solvbtc.core,109040,76315307,83539,1.54568,Others
Api3,api3,0.612861,76072787,5974623,2.92674,Others
Ergo,erg,0.935267,76061072,223307,3.52306,Others
f(x) Protocol fxUSD,fxusd,0.998944,75964958,1469502,0.03703,Others
Dymension,dym,0.236462,75903585,5860857,4.8328,Others
Staked Level USD,slvlusd,1.078,75863836,1215225,-0.0713,Others
Spell,spell,0.00046294,75647081,4624173,2.14304,Others
HashKey Platform Token,hsk,0.570206,75579469,6680685,-3.1835,Others
sUSDa,susda,1.009,75403366,0,0,Others
Avant Staked USD,savusd,1.055,74975302,62094,0.02873,Others
Aevo,aevo,0.082531,74890845,7300941,3.4729,Others
BabyBoomToken,bbt,0.674595,74845012,248747,16.53282,Others
Pundi X,pundix,0.288348,74522403,3320047,0.36989,Others
Cetus Protocol,cetus,0.091842,74268554,7287241,3.98438,Others
Lisk,lsk,0.381038,74049185,2412932,1.61864,Others
Quantum Resistant Ledger,qrl,0.942345,73873217,115755,-7.00248,Others
L2 Standard Bridged WETH (Blast),weth,2590.15,73043944,474575,2.82363,Others
StraitsX XUSD,xusd,1,72692917,5973609,0.00428,Others
Usual,usual,0.069169,72536067,17056170,3.07759,Others
BitDCA,bdca,0.962666,72136141,188380,0.10942,Others
MiL.k,mlk,0.151667,72089232,2090251,0.71302,Others
PONKE,ponke,0.129265,71862164,8254548,6.35925,Others
Civic,cvc,0.089311,71637869,3015745,1.58838,Others
Newton Protocol,newt,0.331179,71211737,265827537,1.04772,Others
Reservoir rUSD,rusd,0.999401,71005840,27789,0.00068,Others
Apu Apustaja,apu,0.00020949,70848615,1441801,7.59001,Others
Ontology Gas,ong,0.169073,70823206,3379056,2.12882,Others
TerraClassicUSD,ustc,0.01265534,70789159,3860785,1.85469,Others
Banana Gun,banana,17.69,70681198,9137429,3.3545,Others
Ronin Bridged WETH (Ronin),weth,2588.21,70622307,490435,2.73206,Others
BTU Protocol,btu,0.879188,70377063,101.86,0.33534,Others
B3 (Base),b3,0.0025679,70038792,3657301,1.47806,Others
Pax Dollar,usdp,0.99987,69948426,2612789,-0.0164,Others
Bancor Network,bnt,0.611742,69888080,3715471,2.59046,Others
Rings scBTC,scbtc,109634,69656166,87153,1.14328,Others
Resupply USD,reusd,0.990217,69648239,323848,0.04521,Others
WAX,waxp,0.01976582,69257675,4276813,-0.1553,Others
Staked FRAX,sfrax,1.13,68625772,0.901542,0,Others
Arcblock,abt,0.695684,68614557,375126,1.79798,Others
Kelp Gain,ageth,2674.53,68429923,1422.86,2.72832,Others
Fimarkcoin,fmc,0.0026522,68386634,21193366,-0.10314,Others
CARV,carv,0.269949,68335923,41041908,-6.60604,Others
Across Protocol,acx,0.137928,68025517,35361395,7.4588,Others
Bridged Wrapped stETH (Gnosis),wsteth,3123.74,67815836,1800855,3.06734,Others
Dogs,dogs,0.00013118,67811015,17044354,5.09327,Others
Shuffle,shfl,0.219539,67504144,1044986,0.37765,Others
Chromia,chr,0.07962,67218095,4995292,0.55178,Others
Connex,conx,58.32,67066508,11547.09,2.47792,Others
Steem,steem,0.129216,66889374,4803223,1.59681,Others
Adventure Gold,agld,0.718383,66685906,9058488,1.82883,Others
SPACE ID,id,0.15461,66592038,7386334,1.93125,Others
Initia,init,0.417313,66452778,25460593,4.69527,Others
Dogelon Mars,elon,1.2082e-7,66411721,9322763,7.32958,Others
iExec RLC,rlc,0.915542,66295948,3899751,2.35308,Others
GAME by Virtuals,game,0.066156,66217123,3812859,-1.45057,Others
SoSoValue,soso,0.573207,66024151,1756946,1.1657,Others
Hosico Cat,hosico,0.066057,65854298,20368413,15.80773,Others
Energy Web,ewt,1.086,65788861,328299,0.53289,Others
Global Commercial Business,gcb,0.053737,65677423,38759,-3.01723,Others
Goldfinch,gfi,0.705715,65553934,545309,1.51625,Others
Xai,xai,0.050799,65055988,11198900,3.84192,Others
Marlin,pond,0.00791205,64801422,2878453,2.74574,Others
MindWaveDAO,nila,0.081086,64282204,2308716,-0.14288,Others
Hydration,hdx,0.01096995,63369270,60353,-2.14308,Others
Satoshi Stablecoin,satusd,0.998111,63345291,26840,-0.25029,Others
Layerzero Bridged weETH (Swellchain),weeth,2772.55,63031911,254081,2.81349,Others
Sophon,soph,0.0314929,62986588,20778120,-0.28345,Others
Comedian,ban,0.062884,62899654,12069686,-0.90238,Others
Solv Protocol,solv,0.04225156,62641786,9278696,-0.54321,Others
Puff The Dragon,puff,0.070511,62628349,269296,0.075,Others
Balancer,bal,0.970247,62338317,3763668,1.86006,Others
Moonbeam,glmr,0.062924,62294671,3756477,2.42241,Others
Zeus Network,zeus,0.162519,62180469,3837830,-0.48074,Others
Bucket Protocol BUCK Stablecoin,buck,1.001,61886751,605127,0.20239,Others
Solidus Ai Tech,aitech,0.04027705,61874837,6770613,-0.24226,Others
Chutes,sn64,48.45,61697923,1453535,1.26346,Others
BLOCKv,vee,0.01691496,61676522,39926,1.57908,Others
MMX,mmx,0.377908,61637665,50532,12.71619,Others
QANplatform,qanx,0.03612935,61412572,237468,-1.32423,Others
Bifrost,bfc,0.04402817,61257429,786215,-0.13411,Others
HarryPotterObamaSonic10Inu (ETH),bitcoin,0.06096,60949538,3893328,2.31192,Others
Aster USDF,usdf,0.998731,60689127,117564,0.00471,Others
Taiko,taiko,0.389227,60548976,6029032,-1.08655,Others
Cobak,cbk,0.634537,60362904,52328885,6.02996,Others
Bounce,auction,9.14,60250346,9369154,3.07512,Others
Ocean Protocol,ocean,0.300989,60222437,153901,1.55799,Others
Anvil,anvl,0.00220841,60117048,147874,-1.53622,Others
Numeraire,nmr,7.49,60017229,4443597,3.5702,Others
VanEck Treasury Fund,vbill,1,59744890,0,0,Others
deBridge,dbr,0.02029486,59053492,9262019,-0.10439,Others
Wrapped Centrifuge,wcfg,0.195499,58854043,713124,12.21621,Others
Metal DAO,mtl,0.681139,58793358,1490888,2.17097,Others
Tokamak Network,ton,1.11,58776157,8735375,1.72315,Others
Zentry,zent,0.00818291,58186773,6038318,0.43782,Others
JOE,joe,0.14587,58070012,3292296,2.78594,Others
PePeonTron,pepeontron,0.057927,57927080,98732,-2.17399,Others
Saga,saga,0.214444,57899557,7533706,3.65209,Others
BUSD,busd,1.001,57852140,4968.7,0.11656,Others
Hashflow,hft,0.098852,57810326,32046574,-9.11031,Others
Medibloc,med,0.00572527,57711009,254274,0.94617,Others
Just a chill guy,chillguy,0.057638,57637351,16216801,9.13324,Others
Dent,dent,0.00059734,57141501,2267861,2.70098,Others
WalletConnect Token,wct,0.306266,57051842,21071057,2.71436,Others
Polyhedra Network,zkj,0.176064,57007814,8753205,3.87421,Others
Looped Hype,lhype,40.36,56975987,7381935,2.24121,Others
Omni Network,omni,1.51,56968448,17177442,2.26333,Others
MetFi,metfi,0.233916,56896895,373351,-0.06278,Others
Geodnet,geod,0.178599,56652089,423691,-0.20202,Others
ao Computer,ao,12.9,56621747,1856644,5.25466,Others
Sundog,sundog,0.056569,56620009,7324947,2.32334,Others
Nillion,nil,0.288835,56416399,8139564,2.52696,Others
Islamic Coin,islm,0.02911772,56277731,614538,-0.34562,Others
Huma Finance,huma,0.03226043,55964620,20849846,4.0054,Others
Access Protocol,acs,0.00134652,55840524,43344355,-8.08907,Others
Joe Coin,joe,0.055763,55749334,2003085,4.81084,Others
GameBuild,game,0.00313363,55543163,4362495,-1.0097,Others
Stronghold,shx,0.01031937,55482748,601306,-0.48775,Others
Magic Internet Money (Ethereum),mim,1,55417808,573.35,0.0193,Others
Pundi AI,pundiai,6.52,55378112,825282,-2.97039,Others
ANDY ETH,andy,0.00005521,55324200,607719,3.06092,Others
Bridged Tether (opBNB),usdt,1,55151852,2482.12,-0.00742,Others
Aergo,aergo,0.116695,55143887,24115257,2.3412,Others
Railgun,rail,0.957734,55016075,231961,3.12804,Others
Cronos Bridged WBTC (Cronos),wbtc,108917,54932134,31605,1.11024,Others
HOME,home,0.02020734,54828310,20828543,3.05749,Others
T-mac DAO,tmg,30.68,54394000,44253,-22.62352,Others
SSV Network,ssv,7.6,53942642,10363142,5.47141,Others
Ekubo Protocol,ekubo,5.39,53869451,239629,3.36488,Others
SkyAI,skyai,0.053627,53680832,15222080,4.71817,Others
Zircuit,zrc,0.02435231,53445335,6191388,4.10164,Others
Unipoly,unp,0.191283,53412051,1046585,0.08657,Others
Standard Bridged USDC.e (Optimism),usdc.e,0.999843,53128620,592053,-0.00486,Others
Rootstock Infrastructure Framework,rif,0.053033,53050915,1328917,2.05195,Others
Moonriver,movr,5.4,52739630,1788563,3.13111,Others
Hippo Protocol,hp,0.04642728,52577364,35048310,6.44475,Others
Avail,avail,0.0207306,52507921,3152781,0.52028,Others
Concordium,ccd,0.0045333,52501788,584129,-1.9252,Others
CYBER,cyber,1.2,52498150,6872138,2.44308,Others
Marinade,mnde,0.12697,51897909,1003174,3.70849,Others
Neutron,ntrn,0.086596,51833567,2316008,4.63516,Others
Tutorial,tut,0.061799,51760715,14665606,1.63571,Others
Zedxion,zedxion,0.421472,51547504,456074,1.02119,Others
Scroll,scr,0.270063,51303213,12328668,3.06675,Others
Vanar Chain,vanry,0.0262729,50892124,4996594,4.13217,Others
Escoin,elg,0.275644,50776161,492153,0.38461,Others
Cartesi,ctsi,0.058082,50717731,3666451,2.13851,Others
Web 3 Dollar,usd3,1.054,50208166,79.23,0.03238,Others
Humans.ai,heart,0.00641245,49952984,401753,2.57372,Others
Propy,pro,0.857,49617798,3690971,3.14898,Others
Oasys,oas,0.01108773,49612731,3216437,-1.38974,Others
Bone ShibaSwap,bone,0.198309,49550715,3962167,-0.98884,Others
Sui Bridged Ether (Sui),sbeth,2594.94,49306782,609021,3.00077,Others
Tharwa,trwa,0.00698832,49191152,1276721,-11.26704,Others
ECOMI,omi,0.00018159,49177677,1379417,-1.28265,Others
WINkLink,win,0.00004946,49159514,7033160,2.03141,Others
EUR CoinVertible,eurcv,1.18,49154226,775.7,0,Others
Oraichain,orai,2.6,49119218,446069,4.84024,Others
Impossible Cloud Network Token,icnt,0.261391,48845977,32732984,9.23598,Others
Kyber Network Crystal,knc,0.287009,48829858,4274850,1.36921,Others
Honey,honey,0.998363,48828773,2302537,-0.10332,Others
Secret,scrt,0.156437,48828288,1332767,2.24705,Others
Gains Network,gns,1.66,48802694,5866642,2.05863,Others
Simon's Cat,cat,0.00000722,48757235,6191731,3.59196,Others
Helder,helder,0.097475,48421238,1374.24,-0.88982,Others
BIM,bim,1.61,48382545,115061,3.22347,Others
QuarkChain,qkc,0.0067746,48357893,1810514,1.58948,Others
Avalanche Bridged WETH (Avalanche),weth,2591.97,48252254,8441120,2.90887,Others
High Growth ETH,hgeth,2609.36,48229275,52.58,0,Others
Hunt,hunt,0.238332,48205642,852990,-0.55277,Others
Sygnum FIUSD Liquidity Fund,fiusd,11485.13,48191605,0,0,Others
StrikeX,strx,0.056686,48067237,170409,6.631,Others
Overnight.fi USD+,usd+,0.999363,48054445,39436,0.01314,Others
Gods Unchained,gods,0.125871,48012283,821982,2.65783,Others
TARS AI,tai,0.081592,47905886,4001195,3.45789,Others
Renzo Restaked SOL,ezsol,185.38,47820869,38907,3.46787,Others
Avalanche Bridged WBTC (Avalanche),wbtc,109535,47792113,801777,1.2326,Others
Mountain Protocol USD,usdm,0.995552,47786990,29409,-0.05107,Others
Savings crvUSD,scrvusd,1.052,47527671,1418851,0.04335,Others
Gemini Dollar,gusd,0.999999,47399235,35808282,-0.02169,Others
Smooth Love Potion,slp,0.00129931,46757258,4164993,5.01482,Others
Ski Mask Dog,ski,0.04615263,46135519,713993,4.39528,Others
Mantle Bridged USDe (Mantle),usde,0.999757,46092188,4727023,0.02259,Others
Frax USD,frxusd,0.999717,46054803,435623,0.00099,Others
USUALx,usualx,0.106786,45655380,13070.61,8.51865,Others
Wrapped POL,wpol,0.185007,45596662,7896567,1.40911,Others
Seraph,seraph,0.189892,45479705,120216606,-1.87915,Others
Autonolas,olas,0.254246,45466057,377565,1.72088,Others
Avalanche Bridged USDC (Avalanche),usdc.e,0.999812,45398949,1544216,0.00278,Others
DIA,dia,0.379387,45396512,2677837,1.87002,Others
TruFin Staked APT,truapt,4.58,45389729,526.26,2.09375,Others
GoPlus Security,gps,0.02495075,45303508,6108197,3.81522,Others
Matrixdock Gold,xaum,3351.27,45255041,20961,-0.12401,Others
BCGame Coin,bc,0.00449919,44947892,16550.74,-0.05713,Others
Iagon,iag,0.119348,44879532,320649,3.07665,Others
Nosana,nos,0.536197,44744488,416377,1.79065,Others
Sanctum Infinity,inf,204.35,44587970,1750633,3.44496,Others
Hamster Kombat,hmstr,0.00068835,44310967,20425985,2.99227,Others
Velodrome Finance,velo,0.04581824,44093054,4339715,1.43263,Others
TOKPIE,tkp,0.554244,43949761,24027,1.62808,Others
DevvE,devve,0.501221,43792255,297530,-4.82596,Others
Aurora,aurora,0.070818,43735286,541258,-0.00591,Others
GRIFFAIN,griffain,0.04364444,43659344,7896179,3.99605,Others
Hey Anon,anon,3.25,43600511,1349623,-1.27978,Others
Phantom Staked SOL,psol,155.34,43473300,203279,3.46546,Others
Liquity BOLD,bold,1,43408141,152167,0.04775,Others
Imagen Network,image,0.00864586,43229328,7896.31,-6.94068,Others
ResearchCoin,rsc,0.376146,43109098,408389,4.89749,Others
Artificial Liquid Intelligence,ali,0.00472795,43085096,998028,-1.54804,Others
Fuel Network,fuel,0.00820266,43032068,3133294,6.04003,Others
SX Network,sx,0.076262,42897410,79705,-0.00874,Others
Stargate Bridged USDC (Plume),usdc.e,0.998802,42887246,219374,-0.10972,Others
Austin Capitals,aux,4.38,42826307,27798,0.00484,Others
MovieBloc,mbl,0.00229861,42585345,2842076,0.62841,Others
Wrapped QUIL,quil,0.0471525,42547396,701438,6.96233,Others
TAGGER,tag,0.00038679,41929450,3762635,-4.06596,Others
Optio,opt,0.00732565,41798090,20091,-0.95139,Others
Maxi PayFi Strategy Token,mpst,1.014,41597240,24798,0.11201,Others
W coin,w,0.04118294,41586206,10774748,0.02013,Others
Celer Network,celr,0.00736386,41576884,3131131,2.95326,Others
Wilder World,wild,0.1281,41576723,613830,2.48008,Others
MARBLEX,mbx,0.194084,41508193,1295019,1.08547,Others
Boba Network,boba,0.090927,41430362,5328807,0.04582,Others
Seedify.fund,sfund,0.650632,41337122,2219442,1.38588,Others
Forta,fort,0.068784,41320380,1055235,-0.29305,Others
Shentu,ctk,0.280776,41312925,2596932,1.86271,Others
BENQI,qi,0.00589357,41227612,2614209,1.83926,Others
Keep Network,keep,0.074538,41127076,1241.86,3.41972,Others
Liquity USD,lusd,1.003,41060744,300532,0.19752,Others
Decentralized Social,deso,3.9,41036783,99289,0.56042,Others
CZ's Dog,broccoli,0.04209661,40943931,12405668,4.40799,Others
SMARDEX,sdex,0.00444806,40931426,444908,-0.82306,Others
Wrapped XRP,wxrp,2.27,40869224,39746,2.39345,Others
Huobi,ht,0.256422,40863714,167353,17.43169,Others
SuperRare,rare,0.04982883,40829872,5672111,2.29764,Others
LiquidLaunch,liqd,0.03369458,40413212,1938634,3.96279,Others
HashAI,hashai,0.00045149,40390634,323371,1.69051,Others
Mansory Token,mnsry,0.04480689,40335928,1700856,3.50565,Others
Particle Network,parti,0.172769,40310827,15191761,1.19194,Others
Coin98,c98,0.04150748,40146251,8044978,0.03658,Others
Liqwid Finance,lq,1.99,40024221,13611.19,0.26675,Others
SuperWalk GRND,grnd,0.058834,39891053,250891,1.04452,Others
VaderAI by Virtuals,vader,0.03997089,39851724,1009105,6.18507,Others
AI Analysis Token,aiat,0.359063,39621725,106298,1.28082,Others
Fwog,fwog,0.04040677,39427136,3830250,5.65817,Others
Mubarak,mubarak,0.03909541,39094435,28355435,4.92248,Others
Polygon Hermez Bridged USDT (x Layer),usdt,1,39069062,16169.38,-0.00742,Others
Test,tst,0.04103079,38857630,10331219,0.3718,Others
Strike,strike,6.93,38836032,28486913,-9.90098,Others
Whiteheart,white,4349.25,38656177,11.36,1.33248,Others
CreatorBid,bid,0.1439,38635871,1830187,4.13687,Others
Derive,drv,0.04721034,38608287,193651,0.15151,Others
Metadium,meta,0.02249032,38573761,246704,-0.15047,Others
tokenbot,clanker,38.55,38565592,2917546,5.6329,Others
sUSD,susd,0.929297,38359310,222017,-0.52495,Others
Tensor,tnsr,0.114532,38348116,7592754,2.25847,Others
Wrapped NXM,wnxm,59.5,38279921,200306,1.89644,Others
DEAPCOIN,dep,0.00138469,38256772,644561,0.46902,Others
Unity,uty,1,37989804,464.64,-0.01009,Others
XPLA,xpla,0.0459005,37814143,445509,1.19144,Others
Act I The AI Prophecy,act,0.03986059,37795299,11439715,3.49344,Others
Treasure,magic,0.122741,37783161,8423956,2.3892,Others
CorgiAI,corgiai,0.00011017,37758490,74285,0.12828,Others
Universal ETH,unieth,2847.94,37743839,51607,2.78861,Others
Keyboard Cat (Base),keycat,0.00376152,37678123,2117411,10.28551,Others
Lista USD,lisusd,0.998782,37553236,100074,0.04301,Others
Ice Open Network,ice,0.00552636,37536959,6631417,0.05211,Others
Chain-key Bitcoin,ckbtc,109727,37358093,12403.1,1.32588,Others
MyShell,shell,0.13844,37356921,5368662,1.93013,Others
DODO,dodo,0.03726262,37251844,3957325,2.47235,Others
doginme,doginme,0.00055199,37176430,2743079,13.06439,Others
Binance-Peg Avalanche,avax,18.5,37007817,53494,3.70325,Others
BankrCoin,bnkr,0.0003694,36940667,3378288,4.04643,Others
ROAM Token,roam,0.123635,36880251,10306322,-0.11667,Others
Crypto Trading Fund,ctf,0.306776,36782418,613.21,-0.36258,Others
Peapods Finance,peas,3.7,36766038,398830,0.87104,Others
PinLink,pin,0.45893,36735628,1240029,-2.31672,Others
MIU,miu,4.0676e-8,36608473,90691,5.61758,Others
Sai,sai,13.62,36530017,685.72,2.97352,Others
LandWolf,wolf,0.00004042,36469673,2566557,2.91599,Others
Cudos,cudos,0.00491279,36262274,11.35,3.66861,Others
Uquid Coin,uqc,3.62,36164738,178525,1.85228,Others
Supra,supra,0.00241172,36160749,4869686,20.19126,Others
Snowbank,sb,226.45,36145960,68.48,2.01013,Others
Alephium,alph,0.312358,36145337,291164,-0.02928,Others
MEOW,meow,0.00040138,36113344,92931,-3.01583,Others
Bedrock BTC,brbtc,105725,36110061,0,0,Others
Celium,sn51,26.86,36085088,954084,2.84392,Others
Binance-Peg DAI,dai,1,35999049,431279,-0.02332,Others
TokenFi,token,0.01350968,35908509,5761853,3.99138,Others
Plume USD,pusd,0.999415,35896506,519998,-0.01325,Others
Storj,storj,0.249131,35825247,6678022,2.85916,Others
Parcl,prcl,0.087653,35812639,11425409,8.6256,Others
Hive Dollar,hbd,1.028,35707946,2049.66,2.80737,Others
BitMEX,bmex,0.357933,35705375,113230,0.3554,Others
My Neighbor Alice,alice,0.387846,35701323,5403755,4.46039,Others
Lista DAO,lista,0.206515,35669454,5707421,2.26657,Others
Origin Token,ogn,0.050956,35659925,3697984,1.45979,Others
Celo Dollar,cusd,0.99966,35542270,1201806,0.07731,Others
Nobody Sausage,nobody,0.03795894,35534124,2041122,12.62474,Others
Tornado Cash,torn,9.31,35468725,811170,0.98752,Others
Coinmetro,xcm,0.116997,35364511,194319,-8.77439,Others
Resolv,resolv,0.144075,35284757,15414684,1.99434,Others
PolySwarm,nct,0.0185499,34975878,1632579,-1.31521,Others
SaaSGo,saas,0.04371326,34970606,358841,-1.42806,Others
PYTHIA,pythia,0.03494813,34931647,1891679,1.24116,Others
Startup,startup,0.0352332,34858799,3114139,-16.42313,Others
cUSDC,cusdc,0.02495963,34793554,89.08,-0.00577,Others
AxonDAO Governance Token,axgt,0.077046,34713450,183126,0.55296,Others
ThunderCore,tt,0.00280607,34713299,708846,-2.12663,Others
Mavryk Network,mvrk,0.115614,34684148,11.56,0,Others
Siren,siren,0.04719425,34510726,5069272,2.77545,Others
OpenServ,serv,0.050707,34474945,378306,9.41691,Others
AUKI,auki,0.01529854,34439457,87719,6.93079,Others
ynETH MAX,ynethx,2722.41,34081497,1073.15,2.73815,Others
Big Dog Fink,bink,0.00022802,33983351,765.3,3.18284,Others
AVA (Travala),ava,0.493446,33964007,3280566,2.5188,Others
Slerf,slerf,0.067944,33921241,3223641,4.30056,Others
Ampleforth,ampl,1.24,33808389,121772,3.33502,Others
PepeCoin,pepecoin,0.361776,33735573,611068,7.60002,Others
AIntivirus,ainti,0.0337323,33728677,0,0,Others
RSS3,rss3,0.04179907,33695209,3493350,2.7478,Others
Ecoin,ecoin,0.00007304,33678030,3,0,Others
APX,apx,0.076733,33351021,622441,1.54156,Others
